rxnIDs_ref	modelIDs	refVals	condVals	log2FC	subSystems	grRules
citrate to cis-aconitate(3-), cytoplasmic (reversible) (No1)	r_0303_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YLR304C
D-arabinono-1,4-lactone oxidase (reversible) (No1)	r_0319_REVNo1	0	0	0		YML086C
D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase (reversible) (No1)	r_0322_REV	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YKL060C
dCMP deaminase (reversible) (No1)	r_0326_REVNo1	0	0	0	sce00240  Pyrimidine metabolism	YHR144C
deoxyguanylate kinase (dGMP:ATP) (reversible) (No1)	r_0330_REVNo1	0.0002376	0.0002376	0	sce00230  Purine metabolism	YDR454C
dethiobiotin synthase (reversible) (No1)	r_0335_REVNo1	0	0	0	sce00780  Biotin metabolism	YNR057C
dihydroceramidase (reversible) (No1)	r_0340_REVNo1	0	0	0	sce00600  Sphingolipid metabolism	YPL087W
dihydroceramidase (reversible) (No1)	r_0341_REVNo1	0	0	0	sce00600  Sphingolipid metabolism	YPL087W
dihydroorotase (reversible) (No1)	r_0349_REVNo1	0.0106195617	0.0106195617	1.60171325190746e-15	sce00240  Pyrimidine metabolism	YLR420W
diphosphoglyceromutase (reversible) (No1)	r_0356_REVNo1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YKL152C
enolase (reversible) (arm)	arm_r_0366_REV	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	YPL281C or YGR254W or YHR174W or YMR323W or YOR393W
enolase (reversible) (No1)	r_0366_REVNo1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	YPL281C
enolase (reversible) (No2)	r_0366_REVNo2	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	YGR254W
enolase (reversible) (No3)	r_0366_REVNo3	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	YHR174W
enolase (reversible) (No4)	r_0366_REVNo4	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	YMR323W
enolase (reversible) (No5)	r_0366_REVNo5	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	YOR393W
fatty-acid--CoA ligase (decanoate) (reversible) (No1)	r_0399_REVNo1	0	0	0	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YER015W
fatty-acid--CoA ligase (dodecanoate) (reversible) (No1)	r_0400_REVNo1	0	0	0	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YER015W
fatty-acid--CoA ligase (hexadecanoate) (reversible) (No1)	r_0402_REVNo1	0	0	0	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YER015W
fatty-acid--CoA ligase (octanoate) (reversible) (No1)	r_0410_REVNo1	0	0	0	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YER015W
fatty-acid--CoA ligase (tetradecanoate) (reversible) (No1)	r_0412_REVNo1	0	0	0	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YER015W
formate-tetrahydrofolate ligase (reversible) (No1)	r_0446_REVNo1	0.82424967308922	1.43295496555245	0.797839954944842	sce00670  One carbon pool by folate	YGR204W
formate-tetrahydrofolate ligase (reversible) (No1)	r_0447_REVNo1	0	0	0	sce00670  One carbon pool by folate	YBR084W
fructose-bisphosphate aldolase (reversible) (No1)	r_0450_REVNo1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YKL060C
fumarase (reversible) (No1)	r_0451_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YPL262W
fumarase, cytoplasmic (reversible) (No1)	r_0452_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YPL262W
fumarate reductase (reversible) (No1)	r_0454_REVNo1	0	0	0		YEL047C
soluble fumarate reductase (reversible) (No1)	r_0455_REVNo1	0	0	0		YEL047C
glucose-6-phosphate isomerase (reversible) (No1)	r_0467_REVNo1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YBR196C
glutathione peridoxase (reversible) (arm)	arm_r_0483_REV	0	0	0	sce00480  Glutathione metabolism	YNL229C or YBR244W or YCL035C or YDR513W or YIR037W or YKL026C
glutathione peridoxase (reversible) (No1)	r_0483_REVNo1	0	0	0	sce00480  Glutathione metabolism	YNL229C
glutathione peridoxase (reversible) (No2)	r_0483_REVNo2	0	0	0	sce00480  Glutathione metabolism	YBR244W
glutathione peridoxase (reversible) (No3)	r_0483_REVNo3	0	0	0	sce00480  Glutathione metabolism	YCL035C
glutathione peridoxase (reversible) (No4)	r_0483_REVNo4	0	0	0	sce00480  Glutathione metabolism	YDR513W
glutathione peridoxase (reversible) (No5)	r_0483_REVNo5	0	0	0	sce00480  Glutathione metabolism	YIR037W
glutathione peridoxase (reversible) (No6)	r_0483_REVNo6	0	0	0	sce00480  Glutathione metabolism	YKL026C
glyceraldehyde-3-phosphate dehydrogenase (reversible) (arm)	arm_r_0486_REV	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YGR192C or YJL052W or YJR009C
glyceraldehyde-3-phosphate dehydrogenase (reversible) (No1)	r_0486_REVNo1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YGR192C
glyceraldehyde-3-phosphate dehydrogenase (reversible) (No2)	r_0486_REVNo2	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YJL052W
glyceraldehyde-3-phosphate dehydrogenase (reversible) (No3)	r_0486_REVNo3	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YJR009C
glycine hydroxymethyltransferase (reversible) (No1)	r_0502_REVNo1	0	0	0	sce00260  Glycine, serine and threonine metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YLR058C
glycine hydroxymethyltransferase (reversible) (No1)	r_0503_REVNo1	0.484743839512938	0.720861559797378	0.572499655405217	sce00260  Glycine, serine and threonine metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	YBR263W
GPI-anchor assembly, step 2 (reversible) (No1)	r_0518_REVNo1	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YMR281W
GPI-anchor assembly, step 5 (reversible) (No1)	r_0519_REVNo1	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YCL052C and YJR013W
GPI-anchor assembly, step 6 (reversible) (No1)	r_0520_REVNo1	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YKL165C
GPI-anchor assembly, step 7 (reversible) (No1)	r_0521_REVNo1	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YBR004C
GPI-anchor assembly, step 8 (reversible) (No1)	r_0522_REVNo1	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YGL142C
GPI-anchor assembly, step 9 (reversible) (arm)	arm_r_0523_REV	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YDR302W or YLL031C
GPI-anchor assembly, step 9 (reversible) (No1)	r_0523_REVNo1	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YDR302W
GPI-anchor assembly, step 9 (reversible) (No2)	r_0523_REVNo2	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YLL031C
guanylate kinase (GMP:dATP) (reversible) (No1)	r_0529_REVNo1	0	0	0	sce00230  Purine metabolism	YDR454C
homoacontinate hydratase (reversible) (arm)	arm_r_0542_REV	0	0	0	sce00300  Lysine biosynthesis // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YJL200C or YDR234W
homoacontinate hydratase (reversible) (No1)	r_0542_REVNo1	0	0	0	sce00300  Lysine biosynthesis // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YJL200C
homoacontinate hydratase (reversible) (No2)	r_0542_REVNo2	0	0	0	sce00300  Lysine biosynthesis // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YDR234W
inosine monophosphate cyclohydrolase (reversible) (arm)	arm_r_0570_REV	0	0	0	sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR028C or YMR120C
inosine monophosphate cyclohydrolase (reversible) (No1)	r_0570_REVNo1	0	0	0	sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR028C
inosine monophosphate cyclohydrolase (reversible) (No2)	r_0570_REVNo2	0	0	0	sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YMR120C
isocitrate dehydrogenase (NADP) (reversible) (No1)	r_0659_REVNo1	0.296163682834435	0	-38.1076037842967	sce00020  Citrate cycle (TCA cycle) // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce04146  Peroxisome	YLR174W
isoleucine transaminase (reversible) (No1)	r_0663_REVNo1	0.0201415078201083	0.0191935040225204	-0.0695535712340848	sce00270  Cysteine and methionine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YJR148W
isoleucine transaminase (reversible) (No1)	r_0664_REVNo1	0	0	0	sce00270  Cysteine and methionine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YHR208W
isopentenyl-diphosphate D-isomerase (reversible) (No1)	r_0667_REVNo1	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YPL117C
itaconate-CoA ligase (ADP-forming) (reversible) (No1)	r_0668_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YGR244C and YOR142W
L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase (reversible) (No1)	r_0672_REVNo1	0	0	0	sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism	YHR037W
L-4-hydroxyglutamate semialdehyde dehydrogenase (reversible) (No1)	r_0673_REVNo1	0	0	0	sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism	YHR037W
L-alanine transaminase (reversible) (No1)	r_0674_REVNo1	0	0	0	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YLR089C
L-allo-threonine dehydrogenase (reversible) (No1)	r_0676_REVNo1	0	0	0	sce00240  Pyrimidine metabolism // sce00260  Glycine, serine and threonine metabolism	YMR226C
leucine transaminase (reversible) (No1)	r_0699_REVNo1	0.0309804325411737	0.0295222712176889	-0.0695535712340847	sce00270  Cysteine and methionine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YJR148W
leucine transaminase (reversible) (No1)	r_0700_REVNo1	0	0	0	sce00270  Cysteine and methionine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YHR208W
leukotriene A4 hydrolase (reversible) (No1)	r_0703_REVNo1	0	0	0		YNL045W
leukotriene A4 hydrolase (reversible) (No1)	r_0704_REVNo1	0	0	0		YNL045W
leukotriene A4 hydrolase (reversible) (No1)	r_0705_REVNo1	0	0	0		YNL045W
leukotriene A4 hydrolase (reversible) (No1)	r_0706_REVNo1	0	0	0		YNL045W
leukotriene A4 hydrolase (reversible) (No1)	r_0707_REVNo1	0	0	0		YNL045W
leukotriene A4 hydrolase (reversible) (No1)	r_0708_REVNo1	0	0	0		YNL045W
malate dehydrogenase (reversible) (No1)	r_0713_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YKL085W
malate dehydrogenase, cytoplasmic (reversible) (No1)	r_0714_REVNo1	0.0852998243449903	0.0788330241315806	-0.113742651503045	sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YOL126C
malate dehydrogenase, peroxisomal (reversible) (No1)	r_0715_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YDL078C
malonyl-CoA-ACP transacylase (reversible) (No1)	r_0721_REVNo1	0	0	0	sce00061  Fatty acid biosynthesis // sce00190  Oxidative phosphorylation // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism	YKL192C and YOR221C
mannose-6-phosphate isomerase (reversible) (No1)	r_0723_REVNo1	0.0759779655494379	0.0789709487130893	0.0557409405119222	sce00051  Fructose and mannose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YER003C
methenyltetrahydrifikate cyclohydrolase (reversible) (No1)	r_0724_REVNo1	0	0	0	sce00670  One carbon pool by folate	YBR084W
methenyltetrahydrofolate cyclohydrolase (reversible) (No1)	r_0725_REVNo1	0	0	0	sce00670  One carbon pool by folate	YGR204W
methylenetetrahydrofolate dehydrogenase (NADP) (reversible) (No1)	r_0732_REVNo1	0	0	0	sce00670  One carbon pool by folate	YGR204W
methylenetetrahydrofolate dehydrogenase (NADP) (reversible) (No1)	r_0733_REVNo1	0	0	0	sce00670  One carbon pool by folate	YBR084W
N-acetylglucosamine-6-phosphate synthase (reversible) (No1)	r_0760_REVNo1	0	0	0	sce00520  Amino sugar and nucleotide sugar metabolism	YFL017C
N-acteylglutamate synthase (reversible) (arm)	arm_r_0761_REV	0	0	0	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YJL071W or YMR062C
N-acteylglutamate synthase (reversible) (No1)	r_0761_REVNo1	0	0	0	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YJL071W
N-acteylglutamate synthase (reversible) (No2)	r_0761_REVNo2	0	0	0	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YMR062C
NAD synthase (reversible) (No1)	r_0769_REVNo1	0	0	0	sce00760  Nicotinate and nicotinamide metabolism	YHR074W
nucleoside diphosphate kinase (reversible) (No1)	r_0802_REVNo1	0	0	0	sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YKL067W
nucleoside diphosphate kinase (reversible) (No1)	r_0803_REVNo1	0	0	0	sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YKL067W
O-succinylhomoserine lyase (L-cysteine) (reversible) (arm)	arm_r_0815_REV	0.000689967490202277	0	-29.3619531458754	sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YLL058W or YML082W or YAL012W
O-succinylhomoserine lyase (L-cysteine) (reversible) (No1)	r_0815_REVNo1	0	0	0	sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YLL058W
O-succinylhomoserine lyase (L-cysteine) (reversible) (No2)	r_0815_REVNo2	0	0	0	sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YML082W
O-succinylhomoserine lyase (L-cysteine) (reversible) (No3)	r_0815_REVNo3	0.000689967490202277	0	-29.3619531458754	sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YAL012W
